"estimateID"	"estimator"	"studyID"	"groupID"	"sex"	"common.name"	"phylum"	"class"	"order"	"fam"	"genus"	"species"	"enrich"	"capt.gens"	"scope"	"strategy"	"n1i"	"m1i"	"sd1i"	"n2i"	"m2i"	"sd2i"	"A"	"C"	"B"	"D"	"PrintYear"	"enrich.present"	"capt.present"	"enrich.bin"	"capt.bin"
631	"SMD"	109	307	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	360	0.38	0.93	485	0.32	0.95	NA	NA	NA	NA	2009	0	1	0	1
878	"SMD"	141	457	"Mixed"	"Abalone"	"Mollusca"	"Gastropoda"	"Archaegastropoda"	"Haliotidae"	"Haliotis"	"asinina"	-1	-1	"Growth"	"ISR"	239	0.25	0.93	2396	0.35	0.49	NA	NA	NA	NA	2013	0	0	0	0
879	"SMD"	141	457	"Mixed"	"Abalone"	"Mollusca"	"Gastropoda"	"Archaegastropoda"	"Haliotidae"	"Haliotis"	"asinina"	-1	-1	"Growth"	"ISR"	239	0.25	0.93	856	0.27	1.17	NA	NA	NA	NA	2013	0	0	0	0
265	"SMD"	35	145	"Mixed"	"Common hamster"	"Chordata"	"Mammalia"	"Rodentia"	"Cricetidae"	"Cricetus"	"cricetus"	-1	0	"Reproduction"	"ESR"	49	2.47	0.96	17	1.76	0.44	NA	NA	NA	NA	2011	0	1	0	0
267	"SMD"	35	146	"Mixed"	"Common hamster"	"Chordata"	"Mammalia"	"Rodentia"	"Cricetidae"	"Cricetus"	"cricetus"	-1	-1	"Reproduction"	"ISR"	49	2.47	0.96	104	1.57	1.07	NA	NA	NA	NA	2011	0	0	0	0
626	"SMD"	109	302	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	3583	0.92	0.96	252	0.82	0.97	NA	NA	NA	NA	2009	0	1	0	1
230	"SMD"	31	125	"Female"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	9	1.1	0.97	298	2.45	1.51	NA	NA	NA	NA	2001	0	1	0	1
615	"SMD"	109	291	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	1380	0.91	0.97	190	1.03	2.07	NA	NA	NA	NA	2009	0	1	0	1
636	"SMD"	109	312	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	832	0.86	0.98	75	0.84	1.1	NA	NA	NA	NA	2009	0	1	0	1
232	"SMD"	31	127	"Male"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	43	2.83	0.99	509	3.2	1.64	NA	NA	NA	NA	2001	0	1	0	1
710	"SMD"	118	346	"Mixed"	"Yellow-footed rock wallaby"	"Chordata"	"Mammalia"	"Diprotodontia"	"Macropodidae"	"Petrogale"	"xanthopus"	-1	10	"Constitution"	"ISR"	2	25	1	13	24	6	NA	NA	NA	NA	2005	0	1	0	2
714	"SMD"	118	348	"Mixed"	"Yellow-footed rock wallaby"	"Chordata"	"Mammalia"	"Diprotodontia"	"Macropodidae"	"Petrogale"	"xanthopus"	-1	10	"Constitution"	"ISR"	5	29	1	7	28	8	NA	NA	NA	NA	2005	0	1	0	2
751	"SMD"	124	377	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	-1	"Constitution"	"ISR"	26	1.19	1	47	0.84	1.148276898	NA	NA	NA	NA	2019	0	0	0	0
1089	"SMD"	186	545	"Mixed"	"Western rattlesnake"	"Chordata"	"Reptilia"	"Squamata"	"Viperidae"	"Crotalus"	"oreganus"	-1	0	"Reproduction"	"ESR"	14	0.9	1	14	1.2	0.8	NA	NA	NA	NA	2009	0	1	0	0
950	"SMD"	155	489	"Mixed"	"Abalone"	"Mollusca"	"Gastropoda"	"Archaegastropoda"	"Haliotidae"	"Haliotis"	"kamtschatkana"	-1	1.5	"Constitution"	"ISR"	12	7.686437	1.028675367	12	6.161845	2.787070667	NA	NA	NA	NA	2016	0	1	0	1
234	"SMD"	31	129	"Female"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	6	3.38	1.03	7	3.74	1.8	NA	NA	NA	NA	2001	0	1	0	1
72	"SMD"	12	39	"Female"	"Snowy plover"	"Chordata"	"Aves"	"Charadriiformes"	"Charadriidae"	"Charadrius"	"nivosus"	-1	0.5	"Reproduction"	"ISR"	89	1.61	1.05	6	1.46	1.35	NA	NA	NA	NA	2013	0	1	0	1
683	"SMD"	115	332	"Female"	"Santa Catalina Island fox"	"Chordata"	"Mammalia"	"Carnivora"	"Canidae"	"Urocyon"	"littoralis"	-1	0	"Reproduction"	"ESR"	6	2.5	1.05	2	2.5	0.71	NA	NA	NA	NA	2007	0	1	0	0
147	"SMD"	20	87	"Mixed"	"Asian houbara"	"Chordata"	"Aves"	"Otidiformes"	"Otididae"	"Chlamydotis"	"macqueenii"	-1	2.5	"Movement"	"ISR"	10	1.83	1.06	28	2.33	1.55	NA	NA	NA	NA	2017	0	1	0	2
606	"SMD"	108	288	"Mixed"	"Brown trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"trutta"	-1	1.5	"Movement"	"ISR"	29	2.05	1.08	32	0.98	0.74	NA	NA	NA	NA	2009	0	1	0	1
399	"SMD"	64	207	"Mixed"	"Egyptian tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Testudo"	"kleinmanni"	-1	0	"Movement"	"ESR"	8	-2.4	1.1	7	-2.59	1.06	NA	NA	NA	NA	2015	0	1	0	0
148	"SMD"	20	87	"Mixed"	"Asian houbara"	"Chordata"	"Aves"	"Otidiformes"	"Otididae"	"Chlamydotis"	"macqueenii"	-1	2.5	"Movement"	"ISR"	8	3.08	1.11	18	2.89	1.48	NA	NA	NA	NA	2017	0	1	0	2
302	"SMD"	42	163	"Mixed"	"Eastern painted turtle"	"Chordata"	"Reptilia"	"Testudines"	"Emydidae"	"Chrysemys"	"picta"	1	0	"Movement"	"ESR"	60	-1.21	1.12	10	-74.1	29.43	NA	NA	NA	NA	2018	1	1	1	0
308	"SMD"	42	164	"Mixed"	"Eastern painted turtle"	"Chordata"	"Reptilia"	"Testudines"	"Emydidae"	"Chrysemys"	"picta"	0	0	"Movement"	"ESR"	60	-1.21	1.12	30	-85.87	131.62	NA	NA	NA	NA	2018	1	1	0	0
629	"SMD"	109	305	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	217	0.52	1.12	1351	0.39	1.03	NA	NA	NA	NA	2009	0	1	0	1
24	"SMD"	2	12	"Male"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	0.5	"Reproduction"	"ISR"	16	0.88	1.15	63	0.29	0.58	NA	NA	NA	NA	2012	0	1	0	1
618	"SMD"	109	294	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	405	0.69	1.15	1149	0.71	1.39	NA	NA	NA	NA	2009	0	1	0	1
743	"SMD"	124	373	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	-1	"Constitution"	"ISR"	32	0.93	1.15	11	0.99	0.72	NA	NA	NA	NA	2019	0	0	0	0
64	"SMD"	11	37	"Male"	"Great Lakes piping plover"	"Chordata"	"Aves"	"Charadriiformes"	"Charadriidae"	"Charadrius"	"melodus"	-1	0.5	"Reproduction"	"ISR"	57	3.1	1.17	10	2.28	1.31	NA	NA	NA	NA	2008	0	1	0	1
594	"SMD"	105	283	"Mixed"	"Snake River sockeye salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"nerka"	-1	1.5	"Constitution"	"ISR"	20	17.7	1.2	20	12.5	0.3	NA	NA	NA	NA	2010	0	1	0	1
627	"SMD"	109	303	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	431	0.45	1.2	349	0.44	0.86	NA	NA	NA	NA	2009	0	1	0	1
639	"SMD"	109	315	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	1143	0.86	1.22	293	0.86	1.42	NA	NA	NA	NA	2009	0	1	0	1
491	"SMD"	91	256	"Female"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	6.5	"Reproduction"	"ISR"	23	29.03	1.23	27	28.59	1.36	NA	NA	NA	NA	2016	0	1	0	2
228	"SMD"	31	123	"Female"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	120	3.01	1.25	200	2.99	1.32	NA	NA	NA	NA	2001	0	1	0	1
65	"SMD"	11	37	"Male"	"Great Lakes piping plover"	"Chordata"	"Aves"	"Charadriiformes"	"Charadriidae"	"Charadrius"	"melodus"	-1	0.5	"Reproduction"	"ISR"	57	1.8	1.28	10	1.15	1.39	NA	NA	NA	NA	2008	0	1	0	1
621	"SMD"	109	297	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	2110	0.9	1.29	348	0.74	1.08	NA	NA	NA	NA	2009	0	1	0	1
632	"SMD"	109	308	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	166	0.78	1.31	159	0.87	1.46	NA	NA	NA	NA	2009	0	1	0	1
231	"SMD"	31	126	"Male"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	139	3.31	1.32	209	3.74	1.73	NA	NA	NA	NA	2001	0	1	0	1
1024	"SMD"	166	512	"Female"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Reproduction"	"ISR"	369	1.04	1.36	271	0.91	1.17	NA	NA	NA	NA	2010	0	1	0	1
1025	"SMD"	166	513	"Female"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Reproduction"	"ISR"	369	1.23	1.36	271	0.68	0.96	NA	NA	NA	NA	2010	0	1	0	1
619	"SMD"	109	295	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	1336	0.93	1.39	222	0.74	1.21	NA	NA	NA	NA	2009	0	1	0	1
707	"SMD"	118	345	"Mixed"	"Yellow-footed rock wallaby"	"Chordata"	"Mammalia"	"Diprotodontia"	"Macropodidae"	"Petrogale"	"xanthopus"	-1	10	"Constitution"	"ISR"	3	4.2	1.4	13	4.2	0.3	NA	NA	NA	NA	2005	0	1	0	2
1082	"SMD"	185	544	"Mixed"	"White-tailed deer"	"Chordata"	"Mammalia"	"Artiodactyla"	"Cervidae"	"Odocoileus"	"virginianus"	-1	0	"Movement"	"ESR"	9	33.2	1.5	10	38.9	1.58113883	NA	NA	NA	NA	1999	0	1	0	0
1083	"SMD"	185	544	"Mixed"	"White-tailed deer"	"Chordata"	"Mammalia"	"Artiodactyla"	"Cervidae"	"Odocoileus"	"virginianus"	-1	0	"Movement"	"ESR"	9	75.5	1.5	10	52.1	1.58113883	NA	NA	NA	NA	1999	0	1	0	0
638	"SMD"	109	314	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Survival"	"ISR"	756	0.92	1.54	202	1.03	2.09	NA	NA	NA	NA	2009	0	1	0	1
207	"SMD"	26	116	"Mixed"	"Brown teal"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	"Anas"	"chlorotis"	-1	1.5	"Constitution"	"ISR"	45	4.68	1.58	6	4.44	0.49	NA	NA	NA	NA	2006	0	1	0	1
215	"SMD"	27	117	"Mixed"	"Lacertid lizard"	"Chordata"	"Reptilia"	"Squamata"	"Lacertidae"	"Psammodromus"	"algirus"	-1	1.5	"Survival"	"ISR"	47	1.9	1.58	45	2.6	2.01	NA	NA	NA	NA	2009	0	1	0	1
208	"SMD"	26	116	"Mixed"	"Brown teal"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	"Anas"	"chlorotis"	-1	1.5	"Constitution"	"ISR"	30	3.67	1.62	6	6.17	1.92	NA	NA	NA	NA	2006	0	1	0	1
850	"SMD"	133	436	"Mixed"	"Atlantic salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"salar"	-1	5.5	"Movement"	"ISR"	13	-0.8	1.63	6	-6.06	5.08	NA	NA	NA	NA	1995	0	1	0	2
82	"SMD"	14	45	"Female"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Reproduction"	"ISR"	182	1.2	1.69	59	0.2	0.58	NA	NA	NA	NA	2016	0	1	0	1
87	"SMD"	14	50	"Female"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Reproduction"	"ISR"	182	1.2	1.69	293	0.65	1.32	NA	NA	NA	NA	2016	0	1	0	1
94	"SMD"	14	57	"Female"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Reproduction"	"ISR"	182	1.2	1.69	185	1.17	1.82	NA	NA	NA	NA	2016	0	1	0	1
353	"SMD"	53	184	"Male"	"Desert tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"agassizii"	-1	0	"Constitution"	"ESR"	26	-8.72	1.77	19	-8.85	2.81	NA	NA	NA	NA	2012	0	1	0	0
236	"SMD"	31	131	"Female"	"American alligator"	"Chordata"	"Reptilia"	"Crocodilia"	"Alligatoridae"	"Alligator"	"mississippiensis"	-1	0.5	"Growth"	"ISR"	2	1.28	1.8	111	3.26	2.72	NA	NA	NA	NA	2001	0	1	0	1
595	"SMD"	105	283	"Mixed"	"Snake River sockeye salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"nerka"	-1	1.5	"Constitution"	"ISR"	20	36.9	1.8	20	36.5	1.8	NA	NA	NA	NA	2010	0	1	0	1
188	"SMD"	22	104	"Mixed"	"Sea trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Salmo"	"trutta"	-1	1	"Movement"	"ISR"	61	1.28	1.85	46	2.34	1.93	NA	NA	NA	NA	2014	0	1	0	1
96	"SMD"	14	59	"Female"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Reproduction"	"ISR"	489	1.07	1.89	139	1.19	2.16	NA	NA	NA	NA	2016	0	1	0	1
356	"SMD"	53	185	"Female"	"Desert tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"agassizii"	-1	0	"Constitution"	"ESR"	13	-6.44	1.89	8	-4.98	1.47	NA	NA	NA	NA	2012	0	1	0	0
357	"SMD"	53	185	"Female"	"Desert tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"agassizii"	-1	0	"Constitution"	"ESR"	17	-7.56	1.91	14	-8.43	2.12	NA	NA	NA	NA	2012	0	1	0	0
857	"SMD"	136	442	"Mixed"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	-1	"Survival"	"ISR"	115	1.3	1.91	270	1	0	NA	NA	NA	NA	2014	0	0	0	0
88	"SMD"	14	51	"Female"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Reproduction"	"ISR"	379	1.44	2.07	331	0.72	1.3	NA	NA	NA	NA	2016	0	1	0	1
95	"SMD"	14	58	"Female"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Reproduction"	"ISR"	379	1.44	2.07	212	2.45	3.16	NA	NA	NA	NA	2016	0	1	0	1
354	"SMD"	53	184	"Male"	"Desert tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"agassizii"	-1	0	"Constitution"	"ESR"	27	-6.72	2.1	11	-5.29	1.72	NA	NA	NA	NA	2012	0	1	0	0
975	"SMD"	160	499	"Mixed"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	5	"Reproduction"	"ISR"	23	0.9	2.1	50	0	0	NA	NA	NA	NA	2014	0	1	0	2
223	"SMD"	30	121	"Mixed"	"North Africa Houbara"	"Chordata"	"Aves"	"Otidiformes"	"Otididae"	"Chlamydotis"	"undulata"	1	5.5	"Reproduction"	"ISR"	30	1.39	2.14	69	0.87	2.14	NA	NA	NA	NA	2019	1	1	1	2
226	"SMD"	30	122	"Mixed"	"North Africa Houbara"	"Chordata"	"Aves"	"Otidiformes"	"Otididae"	"Chlamydotis"	"undulata"	0	5.5	"Reproduction"	"ISR"	30	1.39	2.14	60	0.73	1.68	NA	NA	NA	NA	2019	1	1	0	2
729	"SMD"	122	361	"Male"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	5	"Reproduction"	"ISR"	21	1.48	2.16	163	0.73	1.59	NA	NA	NA	NA	2004	0	1	0	2
925	"SMD"	151	478	"Female"	"Desert tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"agassizii"	-1	0	"Reproduction"	"ESR"	5	2.8	2.167616917	14	3.2	4.028008717	NA	NA	NA	NA	2012	0	1	0	0
19	"SMD"	2	7	"Female"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	0.5	"Reproduction"	"ISR"	41	2.05	2.167948339	39	2.62	2.123676058	NA	NA	NA	NA	2012	0	1	0	1
596	"SMD"	105	283	"Mixed"	"Snake River sockeye salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"nerka"	-1	1.5	"Constitution"	"ISR"	20	9	2.2	20	5.1	1	NA	NA	NA	NA	2010	0	1	0	1
421	"SMD"	69	216	"Male"	"Ring-necked pheasant"	"Chordata"	"Aves"	"Galliformes"	"Phasianidae"	"Phasianus"	"colchicus"	-1	1.5	"Reproduction"	"ISR"	43	4.12	2.22	19	2.26	2.15	NA	NA	NA	NA	1988	0	1	0	1
23	"SMD"	2	11	"Male"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	0.5	"Reproduction"	"ISR"	50	2.28	2.286919325	42	1.57	2.049390153	NA	NA	NA	NA	2012	0	1	0	1
926	"SMD"	151	478	"Female"	"Desert tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"agassizii"	-1	0	"Reproduction"	"ESR"	26	2.5	2.315371106	11	2.8	3.24893857	NA	NA	NA	NA	2012	0	1	0	0
2	"SMD"	1	1	"Female"	"Jewelled gecko"	"Chordata"	"Reptilia"	"Squamata"	"Diplodactylidae"	"Naultinus"	"elegans"	1	0	"Movement"	"ESR"	9	-4.8	2.343786111	6	-4.2	1.975854246	NA	NA	NA	NA	2017	1	1	1	0
6	"SMD"	1	2	"Female"	"Jewelled gecko"	"Chordata"	"Reptilia"	"Squamata"	"Diplodactylidae"	"Naultinus"	"elegans"	0	0	"Movement"	"ESR"	9	-4.8	2.343786111	7	-9.071428571	4.179200197	NA	NA	NA	NA	2017	1	1	0	0
1103	"SMD"	191	552	"Mixed"	"Green iguana"	"Chordata"	"Reptilia"	"Squamata"	"Iguanidae"	"Iguana"	"iguana"	-1	1.5	"Movement"	"ISR"	2	2.5	2.404163056	9	5.6	3.3	NA	NA	NA	NA	2010	0	1	0	1
524	"SMD"	97	268	"Male"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Reproduction"	"ISR"	28	0.821	2.45	23	0.739	1.93	NA	NA	NA	NA	2013	0	1	0	1
332	"SMD"	48	287	"Mixed"	"New Zealand common gecko"	"Chordata"	"Reptilia"	"Squamata"	"Diplodactylidae"	"Woodworthia"	"maculata"	-1	0	"Movement"	"ESR"	13	-3.4	2.523885893	11	-3.3	1.658312395	NA	NA	NA	NA	2007	0	1	0	0
489	"SMD"	90	254	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	7.5	"Reproduction"	"ISR"	5	6.73	2.54	59	2.83	2.51	NA	NA	NA	NA	2016	0	1	0	2
490	"SMD"	90	255	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	7.5	"Reproduction"	"ISR"	5	6.73	2.54	126	2.36	3.12	NA	NA	NA	NA	2016	0	1	0	2
947	"SMD"	153	486	"Mixed"	"Tazmanian devil"	"Chordata"	"Mammalia"	"Dasyuromorphia"	"Dasyuridae"	"Sarcophilus"	"harrisii"	-1	0.25	"Movement"	"ISR"	4	-6.64	2.56122449	19	-5.71	4.158745421	NA	NA	NA	NA	2014	0	1	0	1
85	"SMD"	14	48	"Male"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Reproduction"	"ISR"	401	1.42	2.57	529	0.58	1.53	NA	NA	NA	NA	2016	0	1	0	1
91	"SMD"	14	54	"Male"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Reproduction"	"ISR"	401	1.42	2.57	323	1.33	2.76	NA	NA	NA	NA	2016	0	1	0	1
927	"SMD"	151	478	"Female"	"Desert tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"agassizii"	-1	0	"Reproduction"	"ESR"	5	3.8	2.58973179	14	7	4.180729427	NA	NA	NA	NA	2012	0	1	0	0
645	"SMD"	110	320	"Female"	"San Clemente loggerhead shrike"	"Chordata"	"Aves"	"Passeriformes"	"Laniidae"	"Lanius"	"ludovicianus"	-1	1	"Reproduction"	"ISR"	107	2.61	2.59	65	1.92	1.93	NA	NA	NA	NA	2008	0	1	0	1
643	"SMD"	110	319	"Male"	"San Clemente loggerhead shrike"	"Chordata"	"Aves"	"Passeriformes"	"Laniidae"	"Lanius"	"ludovicianus"	-1	1	"Reproduction"	"ISR"	118	2.62	2.61	54	1.9	2.35	NA	NA	NA	NA	2008	0	1	0	1
10	"SMD"	1	3	"Male"	"Jewelled gecko"	"Chordata"	"Reptilia"	"Squamata"	"Diplodactylidae"	"Naultinus"	"elegans"	1	0	"Movement"	"ESR"	9	-8.428571429	2.644941263	4	-4.65	1.014889157	NA	NA	NA	NA	2017	1	1	1	0
14	"SMD"	1	4	"Male"	"Jewelled gecko"	"Chordata"	"Reptilia"	"Squamata"	"Diplodactylidae"	"Naultinus"	"elegans"	0	0	"Movement"	"ESR"	9	-8.428571429	2.644941263	3	-18.23333333	12.84925419	NA	NA	NA	NA	2017	1	1	0	0
151	"SMD"	20	88	"Mixed"	"Asian houbara"	"Chordata"	"Aves"	"Otidiformes"	"Otididae"	"Chlamydotis"	"macqueenii"	-1	2.5	"Movement"	"ISR"	91	1.59	2.72	12	1.33	0.94	NA	NA	NA	NA	2017	0	1	0	2
858	"SMD"	136	443	"Mixed"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	-1	"Survival"	"ISR"	81	2.1	2.76	362	1	0	NA	NA	NA	NA	2014	0	0	0	0
1022	"SMD"	166	510	"Female"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	1.5	"Reproduction"	"ISR"	245	1.83	2.8	1759	0.88	1.7	NA	NA	NA	NA	2010	0	1	0	1
928	"SMD"	151	478	"Female"	"Desert tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"agassizii"	-1	0	"Reproduction"	"ESR"	33	6	2.872281323	22	4.7	4.379316755	NA	NA	NA	NA	2012	0	1	0	0
929	"SMD"	151	478	"Female"	"Desert tortoise"	"Chordata"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"agassizii"	-1	0	"Reproduction"	"ESR"	33	6	2.872281323	7	7	6.479390966	NA	NA	NA	NA	2012	0	1	0	0
81	"SMD"	14	44	"Female"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Reproduction"	"ISR"	225	2.15	2.93	21	0.19	0.51	NA	NA	NA	NA	2016	0	1	0	1
86	"SMD"	14	49	"Female"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Reproduction"	"ISR"	225	2.15	2.93	106	0.99	2.05	NA	NA	NA	NA	2016	0	1	0	1
93	"SMD"	14	56	"Female"	"Steelhead trout"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"mykiss"	-1	1.5	"Reproduction"	"ISR"	225	2.15	2.93	125	1.71	2.43	NA	NA	NA	NA	2016	0	1	0	1
749	"SMD"	124	376	"Mixed"	"Chinook salmon"	"Chordata"	"Actinopterygii"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	"tshawytscha"	-1	-1	"Constitution"	"ISR"	27	2.56	2.93	20	1.32	2.05	NA	NA	NA	NA	2019	0	0	0	0
